time_published,title,summary,overall_sentiment_score,relevance_score
20220609T163617,Women of Influence 2022: Lakshimi Duraivenkatesh of eBay Inc.,"Lakshimi Duraivenkatesh, Vice President of Buyer Experience Engineering at eBay, has been honored as a 2022 Woman of Influence by the Silicon Valley Business Journal. This recognition highlights her significant role and contributions within eBay. The article also references other groups of honorees for the 2022 Women of Influence award.",0.349412,1.0
20220609T170500,Live Nation Entertainment Inc. stock outperforms competitors despite losses on the day,"Live Nation Entertainment Inc. (LYV) stock fell 1.03% on Thursday, underperforming the broader market but still showing mixed results against competitors. The stock closed significantly below its 52-week high, despite some competitors also seeing losses or small gains. Trading volume was lower than its 50-day average.",-0.233278,0.611596
20220610T170500,Live Nation Entertainment Inc. stock outperforms market despite losses on the day,"Live Nation Entertainment Inc. stock (LYV) fell 1.71% on Friday, closing at $92.31, amid a broader market downturn with the S&P 500 and Dow Jones also experiencing significant losses. Despite its daily decline, the stock outperformed some competitors, such as eBay Inc. and World Wrestling Entertainment Inc. The company's stock is currently $35.44 below its 52-week high.",0.035495,0.316796
20220613T110055,eBay Launches Its Vault for Trading Cards,"eBay has launched its new vault service for trading cards, a 31,000 square foot, 24/7 secured facility designed for collectors. The vault allows for instant sales and ownership transfers of graded trading cards valued at $750 or more, streamlining transactions and enhancing security through eBay's Authenticity Guarantee. By 2023, the service plans to expand to other collectibles, with an aim to store up to $3 billion in assets within a few years.",0.481847,1.0
20220613T110055,Artificial Intelligence at eBay – Two Current Use-Cases,"eBay, a global e-commerce leader with 147 million buyers worldwide, leverages AI in two key areas: enhanced product classification and image processing. By using text and image similarity models, eBay aims to improve the accuracy and scalability of product categorization, leading to better search results and higher customer satisfaction. Additionally, the company employs computer vision AI, specifically its ""Image-Clean Up"" feature, to help sellers remove distracting backgrounds from item photos, making products more appealing and building buyer trust.",0.449544,1.0
20220614T165000,"eBay Inc. stock falls Tuesday, underperforms market","eBay Inc. (EBAY) stock dropped 0.82% to $42.58 on Tuesday, underperforming the broader market as the S&P 500 and Dow Jones Industrial Average also saw declines. This marked the fourth consecutive day of losses for eBay, with the stock closing significantly below its 52-week high. Competitors showed mixed performance, with Amazon.com Inc. falling, while Walmart Inc. and Costco Wholesale Corp. rose.",-0.092152,1.0
20220614T174610,The Surprising Case for Stronger E-commerce Growth,"Despite a recent slump in e-commerce stocks and slowing economic activity, Morgan Stanley forecasts continued strong growth for e-commerce, projecting an increase from $3.3 trillion today to $5.4 trillion in 2026. This growth is driven by a permanent behavioral shift to online shopping, increasing penetration in both developed and emerging markets, and technological improvements in logistics and digital payments.",0.335428,0.611769
20220615T110757,Everything You Wanted to Know About Bear Markets,"This article discusses the characteristics of bear markets, noting that while bull markets are similar, bear markets each have unique causes. Author Frank Holmes explains that the current bear market is due to pandemic-related liquidity, rampant inflation, and aggressive central bank actions, including a recent significant interest rate hike by the Federal Reserve. He advises investors to stay diversified, consider adding gold to their portfolios, and maintain a positive outlook given that bear markets are typically short-lived and can present buying opportunities.",-0.059488,0.637613
20220616T110055,eBay Launches Live Shopping for Collectibles,"eBay has launched eBay Live, a new dedicated live shopping platform for collectibles that combines entertainment with instant purchasing. The platform's inaugural event will feature rare trading cards from top seller Bleecker Trading, hosted by DJ Skee. This initiative expands eBay's offerings for collectors, following recent advancements like its trading card vault and Authenticity Guarantee service.",0.488117,1.0
20220616T164124,The Big Interview: Expedia Group CTO Rathi Murthy,"Expedia Group CTO Rathi Murthy discusses the company's ""Expedia Open World"" vision, a new API-centric, modular travel platform designed to allow more flexible integration for partners. She details the challenges of this large-scale transformation while the company is actively operating, emphasizing a ""people, process, technology"" approach and an iterative, accountability-driven methodology. The article highlights Expedia's move to AWS and their focus on hiring diverse talent.",0.183836,0.606537
